run_accession	genome_size
DRR242174	5079623
DRR242176	5684402
DRR242177	5301385
DRR242178	4855383
DRR242180	4711618
DRR242182	5297904
DRR242184	4993574
DRR243746	4883538
DRR244935	5065955
DRR244937	5102466
DRR244941	5257675
DRR254591	5146456
DRR254592	5148181
DRR254593	5147669
DRR254594	5148390
DRR298176	5030361
DRR298177	4869397
DRR298188	5168792
DRR298219	4790768
DRR298148	4969438
DRR298236	5068110
DRR298304	5022864
DRR271406	5231970
DRR284696	5068754
DRR284697	4874082
DRR284699	5328561
DRR284700	5332564
DRR286856	5094073
DRR295304	5382516
DRR296014	5402364
DRR300735	5051221
DRR300736	4897138
DRR300737	4605736
DRR300739	5355093
DRR300741	4606882
DRR300752	4992713
DRR300757	4819242
DRR300761	5051338
DRR300765	5434821
DRR300766	4931073
DRR300767	4886798
DRR300768	5076107
DRR300775	5246900
DRR300776	4809387
DRR300781	4986873
DRR300786	5034481
DRR300787	4897708
DRR314276	5208587
DRR314279	5049481
DRR314281	5119108
DRR314282	4993923
DRR314283	4993219
DRR314284	5070283
DRR314285	5266507
DRR314286	5218165
DRR314287	5221893
DRR314288	5206865
DRR314290	5049769
DRR314291	5051707
DRR314292	5059000
DRR314294	5337767
DRR314295	5336782
DRR314296	5337954
DRR314297	5336731
DRR314298	5085150
DRR314299	5061391
DRR314304	5078111
DRR314306	5234299
DRR314308	4962211
DRR314309	5033945
DRR314310	5325041
DRR314311	5122504
DRR314313	5307911
DRR314314	5049118
DRR314318	5275364
DRR314319	5212997
DRR314320	5074718
DRR314322	5006500
DRR314325	4909500
DRR314326	4911006
DRR314327	4912244
DRR314328	5319788
DRR314330	4920069
DRR314331	4894693
DRR314333	5292366
DRR314334	5210005
DRR314336	4913830
DRR314337	4910350
DRR314339	4943265
DRR314341	4935165
DRR314342	5288054
DRR314344	5114829
DRR314353	4925386
DRR314354	4988072
DRR314355	4890404
DRR314359	5337159
DRR314360	5336768
DRR314362	5336562
DRR314363	5034722
DRR314384	5328969
DRR314385	4891031
DRR314391	5037090
DRR314392	5171027
DRR314393	5289671
DRR335727	5035534
DRR335731	5299819
DRR335736	5102020
DRR335739	5012254
DRR335740	5080606
DRR335745	5075153
DRR335746	5343195
DRR335747	5159497
DRR335750	5147217
DRR335754	5117126
DRR335759	5210654
DRR335765	5141243
DRR335766	5015550
DRR335769	4884790
DRR335772	5014237
DRR335773	5174317
DRR335775	5045373
DRR335780	5026194
DRR335783	4977191
DRR335784	4717426
DRR335786	4939608
DRR335788	5147722
DRR335789	5311477
DRR335800	5299067
DRR335802	4971786
DRR335819	4940058
DRR381601	5431149
DRR381603	5439792
DRR381607	5410309
DRR381634	5392488
DRR381647	5281767
DRR381648	5243063
DRR381649	5259102
DRR381650	5232627
DRR381652	5282918
DRR381653	5316890
DRR381655	5263108
DRR381657	5338232
DRR381658	5258358
DRR381659	5336228
DRR381661	5372472
DRR381662	5334367
DRR381663	5257181
DRR381664	5324902
DRR381665	5404948
DRR381666	5301416
DRR381667	5296900
DRR381668	5375797
DRR381673	5255351
DRR381681	5310243
DRR381682	5209692
DRR381684	5141396
DRR381689	5335598
DRR381690	5283089
DRR381691	5429903
DRR381692	5302775
DRR381694	5307665
DRR381695	5253164
DRR381696	5440092
DRR381697	5427124
DRR381698	5295118
DRR381699	5409326
DRR381706	5188296
DRR381722	5295632
DRR381723	5321264
DRR381724	5250331
DRR381726	5383916
DRR381727	5417318
DRR381728	5317886
DRR381729	5312817
DRR381730	5314316
DRR381731	5318059
DRR381732	5264852
DRR381733	5542886
DRR381734	5132026
DRR381736	5323293
DRR381737	5307389
DRR381738	5179417
DRR381739	5380701
DRR381740	5471234
DRR381741	5337062
DRR381742	5274748
DRR381743	5385680
DRR381744	5416208
DRR381746	5286578
DRR381747	5312859
DRR381748	5346789
DRR381749	5396637
DRR381750	5125174
DRR385905	4982161
DRR385906	4970654
DRR385908	5075952
DRR385909	5151960
DRR385910	4994529
DRR385912	4624227
DRR385914	5062053
DRR385915	5186705
DRR385916	5154561
DRR385917	5226635
DRR385918	5289067
DRR385919	5308115
DRR385921	5042070
DRR385922	5042369
DRR385924	5178723
DRR385927	5095954
DRR385930	5322774
DRR385936	4986948
DRR385938	5092444
DRR385943	4818355
DRR385944	4855011
DRR385946	5032679
DRR385947	5199392
DRR385948	5119781
DRR385951	5144464
DRR385953	5660331
DRR385954	5388291
DRR385955	5105545
DRR385956	4978072
DRR385957	5329437
DRR385958	5268189
DRR385959	5014299
DRR385960	4905115
DRR385963	5055776
DRR385964	4964064
DRR385965	5091605
DRR385966	5066034
DRR385968	5351140
DRR385970	5178328
DRR385971	5187054
DRR385972	5160800
DRR385974	4919698
DRR385976	4809620
DRR385977	5173860
DRR385978	5297984
DRR385979	5440696
DRR385983	5203534
DRR385984	5185633
DRR385985	5181310
DRR385987	5257189
DRR385990	5092242
DRR385991	5265711
DRR385992	4970544
DRR385994	4990426
DRR385997	5245687
DRR386000	5112931
DRR386001	5119022
DRR386003	5230355
DRR386004	5234767
DRR386005	5033541
DRR386007	5185110
DRR386008	5050767
DRR386014	5110611
DRR386016	5052226
DRR386018	5107647
DRR386020	5236088
DRR386023	5041063
DRR386025	5313368
DRR386026	5036873
DRR386029	4975826
DRR386030	5044887
DRR386031	5106868
DRR386032	5022774
DRR386033	5027511
DRR386034	5064839
DRR386035	5320074
DRR386036	5199076
DRR386037	5140060
DRR386038	5114586
DRR386039	5037482
DRR386040	5156639
DRR386041	5153156
DRR386042	5312947
DRR386043	5077484
DRR386044	5131187
DRR386045	5034968
DRR386046	5108334
DRR386048	5088511
DRR386049	5102667
DRR386050	5099259
DRR386052	5096417
DRR386054	5295833
DRR386056	5029401
DRR386059	5146426
DRR386061	5182884
DRR386062	5028805
DRR386063	5089786
DRR386064	4948146
DRR386066	4968080
DRR386068	5007161
DRR386072	4958259
DRR386075	5028603
DRR386076	5030852
DRR386079	5137329
DRR386081	5479096
DRR386083	5000586
DRR386085	5134499
DRR386091	5146467
DRR386094	5060716
DRR386096	5204228
DRR386097	5032639
DRR386098	5276805
DRR386099	5118846
DRR386100	4964313
DRR386101	4894419
DRR386102	5139643
DRR386103	5142601
DRR386105	5035411
DRR386107	5016286
DRR386114	5089386
DRR386125	5272396
DRR386129	5212518
DRR386134	5131748
DRR386135	5217845
DRR386136	5036290
DRR386137	5233872
DRR386138	4982817
DRR386139	5013155
DRR386144	5049851
DRR386145	5007436
DRR386146	5099386
DRR386147	5230522
DRR386148	5006556
DRR386150	5298807
DRR386152	5189441
DRR386153	4736646
DRR386155	5047069
DRR386156	5082645
DRR386157	5233988
DRR386158	5182723
DRR386159	5207480
DRR386160	4779664
DRR386161	4986429
DRR386165	5191534
DRR386166	5090077
DRR386167	5020108
DRR386168	5017890
DRR386169	5144994
DRR386170	5134667
DRR386171	5153792
DRR386172	4811239
DRR386174	5214300
DRR386175	5280771
DRR386176	5111814
DRR386177	5106521
DRR386179	5344708
DRR386180	5034486
DRR386181	4815467
DRR386182	5152270
DRR386183	5141839
DRR386184	5156800
DRR386185	5193314
DRR386187	5092583
DRR386188	5088386
DRR386189	5104096
DRR386190	4982068
DRR386192	5129488
DRR386194	5120709
DRR386195	5164470
DRR386196	5249912
DRR386201	5069264
DRR386202	5103784
DRR386203	5186700
DRR386206	5010918
DRR386208	4946754
DRR386209	5061320
DRR386210	5324543
DRR386211	5090339
DRR386212	5232757
DRR386214	4982203
DRR386215	5167125
DRR386216	5282955
DRR386217	5007414
DRR386218	5100775
DRR386219	5108935
DRR386220	4993873
DRR386221	5065663
DRR386223	5225280
DRR386224	5060284
DRR386225	5277850
DRR386228	5275201
DRR386229	5099546
DRR386230	5063164
DRR386231	5106939
DRR386232	5064256
DRR386235	5285686
DRR386238	5245464
DRR386239	5199397
DRR386242	5107921
DRR386246	5144803
DRR386247	5154716
DRR386248	5117372
DRR386250	5130096
DRR386251	5038014
DRR386252	5085068
DRR386264	5148441
DRR386267	4919409
DRR386273	5354845
DRR386275	5073684
DRR386278	5201408
DRR386285	5051332
DRR386286	5266955
DRR386287	5112120
DRR386289	5317757
DRR386290	5071142
DRR386295	5103758
DRR386297	5050387
DRR386298	5022285
DRR386307	5018164
DRR386308	4905451
DRR386309	5422471
DRR386310	5319416
DRR386312	5100661
DRR386315	5003307
DRR386316	5440573
DRR386317	4984642
DRR386318	5081947
DRR386321	5013705
DRR386326	5214148
DRR386329	5426634
DRR386349	5282561
DRR386351	5459250
DRR386353	5225468
DRR386354	5352106
DRR386356	5544335
DRR386357	5086768
DRR386358	5079570
DRR386359	5014655
DRR386360	5304807
DRR386364	5082386
DRR386366	5152768
DRR386367	5413032
DRR386368	5300685
DRR386369	5355034
DRR386371	5400691
DRR386372	4983621
DRR386374	5021021
DRR386375	5239007
DRR386376	5089436
DRR386377	5074746
DRR386378	5155393
DRR386385	5098668
DRR386386	5040946
DRR386387	5191937
DRR386388	5234959
DRR386389	5209016
DRR386394	5163218
DRR386398	5305232
DRR386401	5034999
DRR386405	5307784
DRR386406	5220440
DRR386408	5217506
DRR386409	5410566
DRR386410	5292047
DRR386411	5260998
DRR386412	5255538
DRR386417	5204634
DRR386419	5219989
DRR386420	5128978
DRR386421	5048030
DRR386423	5053636
DRR386425	5128605
DRR386428	4964124
DRR386429	5001131
DRR386430	5121354
DRR386433	5369088
DRR386434	5059639
DRR386436	5109142
DRR386437	5175421
DRR386440	4981320
DRR386441	5057719
DRR386442	5073549
DRR386443	4957771
DRR386444	5253966
DRR386445	5257947
DRR386446	5249191
DRR386447	5134432
DRR386450	5228786
DRR386451	5254797
DRR386452	5467583
DRR386453	5088541
DRR386454	5017090
DRR386455	5151820
DRR386460	4901604
DRR386461	5227812
DRR386462	5417560
DRR386463	5249968
DRR386464	5090279
DRR386468	4959231
DRR386470	5127565
DRR386471	5057432
DRR386474	5093098
DRR386485	5075703
DRR386486	5339061
DRR386487	5098406
DRR386488	5098242
DRR386489	5176061
DRR386490	4822523
DRR386491	5068246
DRR386493	5195719
DRR386494	5195795
DRR386495	5149533
DRR386496	5015335
DRR386498	5229710
DRR386501	4952335
DRR386502	5097597
DRR386503	5290285
DRR386504	4989033
DRR386506	5085086
DRR386508	5292378
DRR386509	5198345
DRR386510	5002128
DRR386511	5044307
DRR386512	5086734
DRR386514	5521720
DRR386515	5148759
DRR386524	4959997
DRR386528	5396608
DRR386529	5117185
DRR386533	5200732
DRR386536	5001030
DRR386537	5284294
DRR386538	5294168
DRR386539	5194988
DRR386540	4967948
DRR386541	5191518
DRR386542	5057155
DRR386543	5185286
DRR386544	5276488
DRR386546	5384697
DRR386549	5246067
DRR386550	5083173
DRR386553	5286389
DRR386557	5096520
DRR386558	5236273
DRR386559	5082520
DRR386561	4918319
DRR386562	5269788
DRR386563	4595619
DRR386564	4856922
DRR386565	5077625
DRR386566	5105156
DRR386568	5237886
DRR386570	5068083
DRR386571	5052955
DRR386573	5244767
DRR386574	5076881
DRR386575	5132533
DRR386576	5410643
DRR386580	5096784
DRR386581	5137265
DRR386582	5322553
DRR386583	5023175
DRR386586	5071729
DRR386587	5097909
DRR386588	4985347
DRR386589	4936834
DRR386590	5074690
DRR386591	4883866
DRR386592	5011635
DRR386593	5310816
DRR386594	5055337
DRR386596	5295919
DRR386600	5020027
DRR386601	5057091
DRR386602	5360670
DRR386604	5340336
DRR386607	5116699
DRR386609	5006490
DRR386610	5179708
DRR386611	5322529
DRR386612	5111323
DRR386614	5018876
DRR386615	5245378
DRR386617	5123289
DRR386621	5112728
DRR386623	5209178
DRR386625	5025146
DRR386626	5485985
DRR386627	5434213
DRR386632	5210576
DRR386635	5187044
DRR386636	5136597
DRR386639	5111357
DRR386640	5012437
DRR386642	4980440
DRR386643	5295803
DRR386644	5355497
DRR386645	5208388
DRR386647	4776567
DRR386648	5055801
DRR386651	5233733
DRR386652	5082089
DRR386653	5111964
DRR386654	5360684
DRR386657	5363112
DRR386658	5170804
DRR386659	5184641
DRR386660	5334946
DRR386661	5103596
DRR386663	5057428
DRR386675	5086773
DRR386677	5261264
DRR386678	5145914
DRR386679	4991716
DRR386681	5105254
DRR386682	5151225
DRR386684	5305542
DRR386687	5076393
DRR386689	5173726
DRR386691	5257915
DRR386695	5096094
DRR386696	5307708
DRR386697	5363429
DRR386699	5113290
DRR386700	5220126
DRR386701	5030721
DRR386702	5104536
DRR386703	5209371
DRR386705	5224573
DRR386710	5299145
DRR386711	5256379
DRR386712	5136315
DRR386713	5233987
DRR386714	5328181
DRR386717	5041414
DRR386720	5263609
DRR386721	4950781
DRR386724	5086119
DRR386726	5310057
DRR386727	5226925
DRR386728	5271755
DRR386729	5233182
DRR386730	5122047
DRR386731	5305218
DRR386734	5133769
DRR386735	5142283
DRR386736	5128297
DRR386737	5260725
DRR386744	5159857
DRR386747	5326745
DRR386748	5108459
DRR386749	5124461
DRR386753	5148648
DRR386754	5077448
DRR386757	5261872
DRR386760	5156544
DRR386761	5352758
DRR386762	5313453
DRR386763	4900534
DRR386764	5046474
DRR386765	5182360
DRR386766	5051355
DRR386767	5267238
DRR386768	5067206
DRR386769	5160847
DRR386782	5471422
DRR386785	5184292
DRR386786	5022131
DRR386787	5236560
DRR386788	5131565
DRR386789	5132100
DRR386790	5134007
DRR386791	5131762
DRR386792	5148659
DRR386794	5139991
DRR386795	5119619
DRR386796	5183035
DRR386797	5025311
DRR386798	5025535
DRR386799	5019048
DRR386800	5118637
DRR386801	5152581
DRR386802	5051154
DRR386803	5328514
DRR386804	5156033
DRR386808	5071856
DRR386809	5321935
DRR386812	5078573
DRR386817	5025545
DRR386818	5086145
DRR386819	5359976
DRR386820	5123853
DRR386821	5209103
DRR386823	5106448
DRR386824	5180710
DRR386825	5096946
DRR386827	5047891
DRR386829	5243865
DRR386833	5448794
DRR386834	5356605
DRR386835	5151551
DRR386838	4858613
DRR386839	5132350
DRR386840	5240736
DRR386841	5332346
DRR386842	5125041
DRR386843	4965012
DRR386844	5200264
DRR386847	4963792
DRR386849	5143788
DRR386850	5172115
DRR386853	5379261
DRR386854	4759190
DRR386860	4966052
DRR386861	5132408
DRR386863	5060422
DRR386866	5413685
DRR386868	5126577
DRR386870	5204027
DRR386872	5049332
DRR386874	4792796
DRR386875	5306126
DRR386876	5148638
DRR386877	5228972
DRR386880	5377488
DRR386881	5120190
DRR386882	5268156
DRR386884	5238649
DRR386887	5251281
DRR386888	4932101
DRR386897	5084866
DRR386898	5141404
DRR386900	5259373
DRR386903	5163190
DRR386904	5037475
DRR386905	5155919
DRR386906	5151768
DRR386911	5324918
DRR386912	5200182
DRR386913	5348249
DRR386915	5167430
DRR386917	5493522
DRR386919	5386757
DRR386920	5518632
DRR386921	5234289
DRR386924	5229260
DRR386926	5138568
DRR386927	5157690
DRR386929	5326199
DRR386930	5186874
DRR386931	5136731
DRR386933	5052222
DRR386934	5219824
DRR386936	5215548
DRR386939	5005680
DRR386942	5265633
DRR386943	5297122
DRR386945	5219379
DRR386946	5065152
DRR386947	5293614
DRR386948	5149555
DRR386949	5451042
DRR386951	5298178
DRR386952	5154775
DRR386954	5361135
DRR386955	4917608
DRR386956	5473699
DRR386957	5420595
DRR386964	5248930
DRR386965	5328186
DRR386968	4937509
DRR386969	5448891
DRR386981	5371830
DRR386983	5070783
DRR386985	5075324
DRR386986	5335179
DRR386987	5053829
DRR386996	5057457
DRR387019	5124581
DRR387030	5080434
DRR387034	5267304
DRR387041	5349272
DRR387042	5339659
DRR387043	4659561
DRR387048	5160709
DRR387051	5199291
DRR387052	5143289
DRR387069	5177352
DRR387070	5048598
DRR387071	5078395
DRR387074	5036462
DRR387075	5034813
DRR387076	5253024
DRR387078	5092487
DRR387079	5159144
DRR387081	5053551
DRR387084	5430932
DRR387086	4986501
DRR387087	5201635
DRR387090	5261529
DRR387092	5382965
DRR387095	4960810
DRR387096	4945976
DRR387101	5192846
DRR387105	5157795
DRR387108	5275320
DRR387109	5176369
DRR387110	5400790
DRR387111	5112444
DRR387116	5000130
DRR387122	5357937
DRR387124	5102515
DRR387126	5226509
DRR387127	5097012
DRR387129	5154270
DRR387130	5163512
DRR387131	5280986
DRR387134	5069456
DRR387135	5191895
DRR387139	4895549
DRR387141	5632726
DRR387143	5008293
DRR387145	4856700
DRR387146	5195652
DRR387148	5071839
DRR387151	5216639
DRR387153	5141146
DRR387156	4906793
DRR387157	5301233
DRR387158	5228171
DRR387159	5246589
DRR387160	5295289
DRR387161	5111292
DRR387163	5380239
DRR387164	5382177
DRR387166	5130532
DRR387168	5348917
DRR387170	5077625
DRR387172	5212076
DRR387175	5095135
DRR387177	5059164
DRR387178	5017272
DRR387180	5080366
DRR387181	4942204
DRR387182	5152762
DRR387184	5110453
DRR387186	5135297
DRR387188	5069506
DRR387192	5040668
DRR387194	5259080
DRR387195	5341894
DRR387199	5178022
DRR387201	5080614
DRR387202	5061729
DRR387203	5218493
DRR387205	5351031
DRR387207	5216495
DRR387208	5360509
DRR387209	5122860
DRR387210	5131886
DRR387214	5025848
DRR387215	5235950
DRR387216	5161775
DRR387217	4651380
DRR387218	5183308
DRR387220	5121760
DRR387225	5057108
DRR387228	5175832
DRR387229	5048275
DRR387230	5220100
DRR387234	5077872
DRR387235	5258252
DRR387236	5143888
DRR387239	5226935
DRR387241	5084866
DRR387242	5254949
DRR387246	5053483
DRR387251	5035036
DRR387253	5143633
DRR387254	5309291
DRR387256	5230802
DRR387258	5171594
DRR387262	5038522
DRR387266	5109217
DRR387267	5114092
DRR387270	5251126
DRR387271	5256814
DRR387273	5161173
DRR387274	5458250
DRR387275	5022177
DRR387277	5126281
DRR387281	5138588
DRR387282	4978572
DRR387283	5323831
DRR387284	5138585
DRR387290	5168296
DRR387297	5095447
DRR387299	5175533
DRR387300	4991796
DRR387301	5394006
DRR387306	5327499
DRR387310	5114044
DRR387316	5266763
DRR387317	5049521
DRR387325	5215784
DRR387327	5202697
DRR387328	5222756
DRR387329	5147733
DRR387330	5382968
DRR387331	5174004
DRR387334	5269264
DRR387335	4965192
DRR387336	5236733
DRR387339	5012580
DRR387341	5151053
DRR387342	5193752
DRR387343	5019933
DRR387351	5069971
DRR387352	5095441
DRR387353	5043161
DRR387354	5286852
DRR387355	4991388
DRR387357	5258396
DRR387361	5078447
DRR387362	4833577
DRR387368	5341769
DRR387372	5329660
DRR387373	4795535
DRR387374	5250609
DRR387383	5181181
DRR387388	5258672
DRR387402	5172501
DRR387408	5468612
DRR387409	5469649
DRR387411	5193785
DRR387413	5101845
DRR387422	5127651
DRR387423	5374110
DRR387424	5070367
DRR387425	5207996
DRR387427	5147176
DRR387428	5134109
DRR387429	4966888
DRR387431	5356800
DRR387436	5176922
DRR387441	5084068
DRR387442	4759432
DRR387443	5118565
DRR387445	5292242
DRR387449	5136229
DRR387450	5383278
DRR387451	5395166
DRR387455	5122971
DRR387457	5166015
DRR387459	5153354
DRR387461	5215996
DRR387463	5003601
DRR387468	5126847
DRR387469	5048423
DRR387470	5006469
DRR387471	5317703
DRR387473	5271281
DRR387476	5430546
DRR387479	5356357
DRR387480	5227256
DRR387481	5315808
DRR387482	5071169
DRR387483	4864753
DRR387484	5132699
DRR387488	5066259
DRR387491	5249959
DRR387495	5113060
DRR387497	5441313
DRR387498	4829615
DRR387506	5296037
DRR387507	5265707
DRR387509	5172053
DRR387510	5021995
DRR387517	5059085
DRR387518	5133382
DRR387519	5129577
DRR387520	5142536
DRR387521	5082362
DRR387522	5138536
DRR387526	5180594
DRR387527	4956765
DRR387528	4930676
DRR387532	5101058
DRR387533	5611979
DRR387534	5054533
DRR387538	5055714
DRR387542	5082969
DRR387545	5078482
DRR387546	5119462
DRR387547	5115744
DRR387549	5037820
DRR387554	5440388
DRR387555	4950814
DRR387563	5263641
DRR387565	5303173
DRR387566	5210455
DRR387572	4814485
DRR387580	5329009
DRR387581	5421331
DRR387583	5175403
DRR387586	5069976
DRR387590	5206498
DRR387591	5350591
DRR387592	5083203
DRR387593	5161601
DRR387595	5088931
DRR387596	5321663
DRR387597	5064428
DRR387599	4950849
DRR387600	5195147
DRR387601	5047196
DRR387602	5004917
DRR387603	5228319
DRR387604	5192666
DRR387605	5435010
DRR387606	5179568
DRR387607	5206115
DRR387608	5060311
DRR387609	5209026
DRR387613	5231654
DRR387617	4984889
DRR387618	5112468
DRR387619	4998125
DRR387620	4976575
DRR387621	5135129
DRR387622	4815919
DRR387625	5043143
DRR387627	5066224
DRR387631	5278667
DRR387632	5157039
DRR387633	5213161
DRR387634	5166144
DRR387635	5016025
DRR387636	5223688
DRR387638	5091567
DRR387639	5210417
DRR387641	5183336
DRR387661	4963729
DRR387662	5007207
DRR387664	5216877
DRR387676	5191811
DRR387677	5416785
DRR387680	5108359
DRR387681	5256605
DRR387686	5186275
DRR387688	5124593
DRR387693	5142365
DRR387694	4899058
DRR387695	5103499
DRR387696	5225981
DRR387697	5060734
DRR387698	5060776
DRR387699	5060214
DRR387700	5421238
DRR387701	5060135
DRR387703	4756400
DRR387705	5248231
DRR387707	5367442
DRR387708	5254953
DRR387709	5061623
DRR387710	5369315
DRR387712	5360988
DRR387721	5140445
DRR387722	5270273
DRR387724	5313996
DRR387725	5143697
DRR387727	5051366
DRR387730	5267321
DRR387732	5267641
DRR387733	5319781
DRR387736	5151529
DRR387739	5226531
DRR387740	4965037
DRR387743	5537322
DRR387744	5300126
DRR387750	5210425
DRR387752	4990272
DRR387754	5144001
DRR387755	5247017
DRR387757	5247637
DRR387759	5287143
DRR387760	5205165
DRR387761	5361498
DRR387762	5344300
DRR387763	5015850
DRR387767	5464787
DRR387770	5310738
DRR387772	5201924
DRR387776	5205773
DRR387777	5328292
DRR387779	5332214
DRR387780	5258918
DRR387785	5170184
DRR387786	5045151
DRR387787	5030235
DRR387788	5073039
DRR387790	5092238
DRR387791	5203944
DRR387792	5132371
DRR387793	4916675
DRR387794	5309430
DRR387795	4964707
